RecordID,MAK,BaseMAK,Address,Suite,City,State,HouseNumber,StreetPreDirection,StreetName,StreetSuffix,StreetPostDirection,SuiteType,SuiteNumber,ZipCode,ZipCodePlus4,Latitude,Longitude,CensusKey,CensusKeyDecennial,GeoLevel,PlaceCode,ElevationInMeters
3644,2771846300,,9 Calle Alimar,,Rancho Santa Margarita,CA,9,,Calle Alimar,,,,,92688,2317,33.644266,-117.586599,060590320554009,060590320554009,Rooftop,0659587,326.43
3645,2772111285,,5 La Flauta,,Rancho Santa Margarita,CA,5,,La Flauta,,,,,92688,3221,33.657617,-117.618241,060590320492003,060590320492003,Rooftop,0659587,364.01
3646,2772172429,,1 San Angelo,,Rancho Santa Margarita,CA,1,,San Angelo,,,,,92688,2413,33.636996,-117.587981,060590320553010,060590320553010,Rooftop,0659587,314.59
3647,2773025760,9822202563,22482 Alma Aldea,Apt 189,Rancho Santa Margarita,CA,22482,,Alma Aldea,,,Apt,189,92688,2835,33.635324,-117.593574,060590320543004,060590320543004,Rooftop,0659587,296.61
3648,2774157521,3145712838,30652 Santa Margarita Pkwy,Ste F103,Rancho Santa Margarita,CA,30652,,Santa Margarita,Pkwy,,Ste,F103,92688,2864,33.642399,-117.595417,060590320541007,060590320541007,Rooftop,0659587,304.79
3649,2774257568,,19 Calle Fortuna,,Rancho Santa Margarita,CA,19,,Calle Fortuna,,,,,92688,2627,33.623088,-117.610349,060590320531039,060590320531039,Rooftop,0659587,260.34
3650,2774589150,,289 Aliento,,Rancho Santa Margarita,CA,289,,Aliento,,,,,92688,1135,33.648779,-117.588016,060590320514001,060590320514001,Interpolated,0659587,334.77
3651,2774648223,,14 Milagro,,Rancho Santa Margarita,CA,14,,Milagro,,,,,92688,2882,33.633699,-117.595946,060590320544015,060590320544015,Rooftop,0659587,293.49
3652,2774778540,9822202563,22482 Alma Aldea,Apt 64,Rancho Santa Margarita,CA,22482,,Alma Aldea,,,Apt,64,92688,2838,33.635324,-117.593574,060590320543004,060590320543004,Rooftop,0659587,296.61
3653,2774906242,,2 Las Cruces,,Rancho Santa Margarita,CA,2,,Las Cruces,,,,,92688,2853,33.633249,-117.595539,060590320544014,060590320544014,Rooftop,0659587,293.36
3654,2775444987,5948885044,21022 Los Alisos Blvd,Apt 113,Rancho Santa Margarita,CA,21022,,Los Alisos,Blvd,,Apt,113,92688,3245,33.655800,-117.622043,060590320492012,060590320492012,Rooftop,0659587,337.18
3655,2775741771,5948885044,21022 Los Alisos Blvd,Apt 814,Rancho Santa Margarita,CA,21022,,Los Alisos,Blvd,,Apt,814,92688,3252,33.655800,-117.622043,060590320492012,060590320492012,Rooftop,0659587,337.18
3656,2775941726,,7 Buenaventura,,Rancho Santa Margarita,CA,7,,Buenaventura,,,,,92688,3106,33.645435,-117.623406,060590320493000,060590320493000,Rooftop,0659587,296.64
3657,2776339495,2211018123,53 Via Amistosa,Apt H,Rancho Santa Margarita,CA,53,,Via Amistosa,,,Apt,H,92688,1919,33.646171,-117.578423,060590320552002,060590320552002,Rooftop,0659587,343.95
3658,2776413204,,4 Cardinal,,Rancho Santa Margarita,CA,4,,Cardinal,,,,,92688,1646,33.646767,-117.591919,060590320513002,060590320513002,Rooftop,0659587,
3659,2776564935,,18 Via Garceta,,Rancho Santa Margarita,CA,18,,Via Garceta,,,,,92688,1484,33.651642,-117.581589,060590320512003,060590320512003,Rooftop,0659587,351.77
3660,2777013811,,45 Bloomfield Ln,,Rancho Santa Margarita,CA,45,,Bloomfield,Ln,,,,92688,8728,33.583978,-117.624148,060590320654010,060590320654010,Rooftop,0640526,205.57
3661,2778701363,,29 Bloomfield Ln,,Rancho Santa Margarita,CA,29,,Bloomfield,Ln,,,,92688,8728,33.583431,-117.624382,060590320654010,060590320654010,Rooftop,0640526,
3662,2779365650,,96 Abrigo,,Rancho Santa Margarita,CA,96,,Abrigo,,,,,92688,2030,33.636204,-117.611137,060590320531005,060590320531005,Rooftop,0659587,
3663,2779778502,,9 Daybreak Ln,,Rancho Santa Margarita,CA,9,,Daybreak,Ln,,,,92688,8512,33.622765,-117.607848,060590320651002,060590320651002,Rooftop,0659587,260.68
3664,2779822504,,163 Seacountry Ln,,Rancho Santa Margarita,CA,163,,Seacountry,Ln,,,,92688,5557,33.590215,-117.628660,060590320534011,060590320534011,Rooftop,0640526,189.06
3665,2779952709,,17 Santa Arletta,,Rancho Santa Margarita,CA,17,,Santa Arletta,,,,,92688,2685,33.628253,-117.611168,060590320531005,060590320531005,Rooftop,0659587,266.02
3666,2780199683,,71 San Angelo,,Rancho Santa Margarita,CA,71,,San Angelo,,,,,92688,2417,33.636755,-117.588844,060590320553010,060590320553010,Rooftop,0659587,314.45
3667,2780241385,,110 Tierra Plano,,Rancho Santa Margarita,CA,110,,Tierra Plano,,,,,92688,3229,33.654135,-117.615443,060590320492008,060590320492008,Rooftop,0659587,339.64
3668,2780257664,,9 Ametrine Way,,Rancho Santa Margarita,CA,9,,Ametrine,Way,,,,92688,3527,33.649847,-117.611975,060590320493011,060590320493011,Rooftop,0659587,306.70
3669,2781158964,7958392597,29851 Aventura,Unit 80421,Rancho Santa Margarita,CA,29851,,Aventura,,,Unit,80421,92688,8217,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
3670,2781343961,,10 Via Helena,,Rancho Santa Margarita,CA,10,,Via Helena,,,,,92688,4932,33.615697,-117.620428,060590320532000,060590320532000,Rooftop,0659587,234.91
3671,2781555976,,2 Via Ermitas,,Rancho Santa Margarita,CA,2,,Via Ermitas,,,,,92688,2968,33.620502,-117.614349,060590320533005,060590320533005,Rooftop,0659587,
3672,2781627752,,5 Calle Liberacion,,Rancho Santa Margarita,CA,5,,Calle Liberacion,,,,,92688,4136,33.652985,-117.624058,060590320483001,060590320483001,Rooftop,0659587,331.76
3673,2782280181,,32 Lazurite,,Rancho Santa Margarita,CA,32,,Lazurite,,,,,92688,3529,33.648545,-117.612759,060590320493006,060590320493006,Rooftop,0659587,305.12
3674,2782460621,,23 Poppyfield Ln,,Rancho Santa Margarita,CA,23,,Poppyfield,Ln,,,,92688,8725,33.584301,-117.624168,060590320654010,060590320654010,Rooftop,0640526,
3675,2782826023,,10 Calle Del Norte,,Rancho Santa Margarita,CA,10,,Calle Del Norte,,,,,92688,2910,33.617879,-117.618025,060590320532000,060590320532000,Rooftop,0659587,244.39
3676,2783743781,9822202563,22482 Alma Aldea,Apt 56,Rancho Santa Margarita,CA,22482,,Alma Aldea,,,Apt,56,92688,2838,33.635324,-117.593574,060590320543004,060590320543004,Rooftop,0659587,296.61
3677,2783829473,,262 Pasto Rico,,Rancho Santa Margarita,CA,262,,Pasto Rico,,,,,92688,2902,33.621674,-117.614075,060590320533002,060590320533002,Rooftop,0659587,
3678,2783891222,,125 Via Vicini,,Rancho Santa Margarita,CA,125,,Via Vicini,,,,,92688,3880,33.638498,-117.598814,060590320541021,060590320541021,Rooftop,0659587,295.66
3679,2784317109,,17 Salvia,,Rancho Santa Margarita,CA,17,,Salvia,,,,,92688,1702,33.646666,-117.594545,060590320511004,060590320511004,Rooftop,0659587,316.12
3680,2785272230,,12 Santa Cecelia,,Rancho Santa Margarita,CA,12,,Santa Cecelia,,,,,92688,2552,33.635136,-117.624499,060590320343004,060590320343004,Rooftop,0659587,292.14
3681,2785395799,,23 Raposa,,Rancho Santa Margarita,CA,23,,Raposa,,,,,92688,1510,33.648412,-117.599112,060590320503015,060590320503015,Rooftop,0659587,306.66
3682,2786263343,,15 Anana,,Rancho Santa Margarita,CA,15,,Anana,,,,,92688,4966,33.616359,-117.613438,060590320652001,060590320652001,Rooftop,0659587,242.44
3683,2787390201,,11 Chandler Pl,,Rancho Santa Margarita,CA,11,,Chandler,Pl,,,,92688,8735,33.584959,-117.624445,060590320654017,060590320654017,Rooftop,0640526,206.26
3684,2787956432,,23272 Arroyo Vis,,Rancho Santa Margarita,CA,23272,,Arroyo,Vis,,,,92688,2610,33.623884,-117.609896,060590320531033,060590320531033,Rooftop,0659587,261.40
3685,2788057300,5948885044,21022 Los Alisos Blvd,Apt 1114,Rancho Santa Margarita,CA,21022,,Los Alisos,Blvd,,Apt,1114,92688,3255,33.655800,-117.622043,060590320492012,060590320492012,Rooftop,0659587,337.18
3686,2788277000,,9 Berlamo,,Rancho Santa Margarita,CA,9,,Berlamo,,,,,92688,2656,33.626652,-117.611874,060590320531005,060590320531005,Rooftop,0659587,263.93
3687,2790069309,,45 Feldspar Way,,Rancho Santa Margarita,CA,45,,Feldspar,Way,,,,92688,3518,33.647077,-117.611793,060590320493000,060590320493000,Rooftop,0659587,305.71
3688,2790236945,,5 Firethorn,,Rancho Santa Margarita,CA,5,,Firethorn,,,,,92688,1238,33.651052,-117.591827,060590320503007,060590320503007,Rooftop,0659587,331.24
3689,2790456362,1176872895,22521 Avenida Empresa,Ste 114,Rancho Santa Margarita,CA,22521,,Avenida Empresa,,,Ste,114,92688,2041,33.635664,-117.608235,060590320531005,060590320531005,Rooftop,0659587,279.00
3690,2792216347,5948885044,21022 Los Alisos Blvd,Apt 1925,Rancho Santa Margarita,CA,21022,,Los Alisos,Blvd,,Apt,1925,92688,3263,33.655800,-117.622043,060590320492012,060590320492012,Rooftop,0659587,337.18
3691,2793040933,,12 Via Alivio,,Rancho Santa Margarita,CA,12,,Via Alivio,,,,,92688,4902,33.619778,-117.613716,060590320533010,060590320533010,Rooftop,0659587,
3692,2793309626,,20 Dorado,,Rancho Santa Margarita,CA,20,,Dorado,,,,,92688,1640,33.646049,-117.591125,060590320513005,060590320513005,Rooftop,0659587,
3693,2793343667,,11 Shasta Ct,,Rancho Santa Margarita,CA,11,,Shasta,Ct,,,,92688,5545,33.587645,-117.622592,060590320653001,060590320653001,Rooftop,0640526,235.73
3694,2793484371,,127 Via Contento,,Rancho Santa Margarita,CA,127,,Via Contento,,,,,92688,2991,33.619781,-117.613730,060590320533010,060590320533010,Rooftop,0659587,249.35
3695,2793870813,,249 Seacountry Ln,,Rancho Santa Margarita,CA,249,,Seacountry,Ln,,,,92688,5564,33.589154,-117.629764,060590320534009,060590320534009,Rooftop,0640526,186.98
3696,2794087322,3980043489,31431 Santa Margarita Pkwy,Ste C,Rancho Santa Margarita,CA,31431,,Santa Margarita,Pkwy,,Ste,C,92688,1833,33.649931,-117.582899,060590320512002,060590320512002,Rooftop,0659587,344.32
3697,2794456707,,11 Anana,,Rancho Santa Margarita,CA,11,,Anana,,,,,92688,4966,33.616508,-117.613724,060590320652001,060590320652001,Rooftop,0659587,
3698,2794803597,,22 Calle San Luis Rey,,Rancho Santa Margarita,CA,22,,Calle San Luis Rey,,,,,92688,4132,33.653162,-117.623482,060590320483001,060590320483001,Rooftop,0659587,331.59
3699,2794871243,,3 Via Pariente,,Rancho Santa Margarita,CA,3,,Via Pariente,,,,,92688,1954,33.648239,-117.581848,060590320551002,060590320551002,Rooftop,0659587,
3700,2797007773,,4 Via Feliz,,Rancho Santa Margarita,CA,4,,Via Feliz,,,,,92688,1945,33.647461,-117.582474,060590320551002,060590320551002,Rooftop,0659587,
3701,2797844894,1748370077,PO Box 80763,,Rancho Santa Margarita,CA,80763,,PO Box,,,,,92688,0763,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
3702,2798044197,,22 Via Perico,,Rancho Santa Margarita,CA,22,,Via Perico,,,,,92688,3429,33.662334,-117.613557,060590320494002,060590320494002,Rooftop,0659587,365.51
3703,2798940879,,63 Rabano,,Rancho Santa Margarita,CA,63,,Rabano,,,,,92688,4962,33.616791,-117.613251,060590320652001,060590320652001,Rooftop,0659587,244.17
3704,2800041747,,23 Paseo Viento,,Rancho Santa Margarita,CA,23,,Paseo Viento,,,,,92688,3378,33.652962,-117.613548,060590320492010,060590320492010,Rooftop,0659587,
3705,2800191913,,30 Arado,,Rancho Santa Margarita,CA,30,,Arado,,,,,92688,2749,33.627148,-117.614548,060590320531007,060590320531007,Rooftop,0659587,283.36
3706,2800655230,,10 Via Lampara,,Rancho Santa Margarita,CA,10,,Via Lampara,,,,,92688,2960,33.614412,-117.614644,060590320652000,060590320652000,Rooftop,0659587,238.02
3707,2800951682,,37 Camino Del Oro,,Rancho Santa Margarita,CA,37,,Camino Del Oro,,,,,92688,3165,33.647579,-117.624718,060590320483000,060590320483000,Rooftop,0659587,
3708,2801225518,,36 Via Madera,,Rancho Santa Margarita,CA,36,,Via Madera,,,,,92688,3119,33.646172,-117.623825,060590320483000,060590320483000,Rooftop,0659587,
3709,2801581009,,6 San Tomas,,Rancho Santa Margarita,CA,6,,San Tomas,,,,,92688,2502,33.637377,-117.620391,060590320343001,060590320343001,Rooftop,0659587,262.66
3710,2801988831,,23 San Sebastian,,Rancho Santa Margarita,CA,23,,San Sebastian,,,,,92688,2515,33.641030,-117.624700,060590320343000,060590320343000,Rooftop,0659587,298.10
3711,2802217942,,176 Seacountry Ln,,Rancho Santa Margarita,CA,176,,Seacountry,Ln,,,,92688,5536,33.590162,-117.628913,060590320534009,060590320534009,Rooftop,0640526,189.15
3712,2802312105,,63 San Angelo,,Rancho Santa Margarita,CA,63,,San Angelo,,,,,92688,2416,33.636755,-117.588844,060590320553010,060590320553010,Rooftop,0659587,314.45
3713,2803188447,,4 Breezy Mdws,,Rancho Santa Margarita,CA,4,,Breezy,Mdws,,,,92688,8522,33.623818,-117.607599,060590320651004,060590320651004,Rooftop,0659587,264.25
3714,2803465397,1465166719,22751 El Prado,Apt 3311,Rancho Santa Margarita,CA,22751,,El Prado,,,Apt,3311,92688,3826,33.632943,-117.597520,060590320544015,060590320544015,Rooftop,0659587,291.17
3715,2804382675,9996795524,32 Via Amistosa,Apt C,Rancho Santa Margarita,CA,32,,Via Amistosa,,,Apt,C,92688,2219,33.647698,-117.579337,060590320552001,060590320552001,Rooftop,0659587,347.59
3716,2804891845,8395777503,31451 Santa Margarita Pkwy,Ste B,Rancho Santa Margarita,CA,31451,,Santa Margarita,Pkwy,,Ste,B,92688,1831,33.649000,-117.584000,060590320512002,060590320512002,Rooftop,0659587,343.24
3717,2805019993,5939235440,65 Via Amistosa,Apt I,Rancho Santa Margarita,CA,65,,Via Amistosa,,,Apt,I,92688,1924,33.645514,-117.578866,060590320552002,060590320552002,Rooftop,0659587,341.20
3718,2805044400,,10 Willowbrook Ln,,Rancho Santa Margarita,CA,10,,Willowbrook,Ln,,,,92688,5551,33.595365,-117.624854,060590320534002,060590320534002,Rooftop,0640526,202.79
3719,2805329089,,24 Calle Ranchera,,Rancho Santa Margarita,CA,24,,Calle Ranchera,,,,,92688,1242,33.650586,-117.592700,060590320503009,060590320503009,Rooftop,0659587,327.55
3720,2805515957,,19 El Cencerro,,Rancho Santa Margarita,CA,19,,El Cencerro,,,,,92688,3303,33.650337,-117.613726,060590320484001,060590320484001,Rooftop,0659587,306.85
3721,2805839523,,3 Azalea,,Rancho Santa Margarita,CA,3,,Azalea,,,,,92688,1460,33.652252,-117.580406,060590320502011,060590320502011,Rooftop,0659587,355.13
3722,2806816392,1094583852,12 Via Amistosa,Apt D,Rancho Santa Margarita,CA,12,,Via Amistosa,,,Apt,D,92688,2214,33.647610,-117.579221,060590320552001,060590320552001,Rooftop,0659587,347.59
3723,2806955199,,39 Vista Barranca,,Rancho Santa Margarita,CA,39,,Vista Barranca,,,,,92688,1013,33.656708,-117.584755,060590320501001,060590320501001,Rooftop,0659587,352.94
3724,2807298596,7958392597,29851 Aventura,Unit 80123,Rancho Santa Margarita,CA,29851,,Aventura,,,Unit,80123,92688,8205,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
3725,2807432778,,1275 Sable,,Rancho Santa Margarita,CA,1275,,Sable,,,,,92688,5590,33.586090,-117.631007,060590320534009,060590320534009,Rooftop,0640526,180.15
3726,2807515365,,43 Via Zapador,,Rancho Santa Margarita,CA,43,,Via Zapador,,,,,92688,1978,33.644747,-117.583078,060590320554004,060590320554004,Rooftop,0659587,333.16
3727,2807731623,2471898431,30751 El Corazon,Apt 247,Rancho Santa Margarita,CA,30751,,El Corazon,,,Apt,247,92688,3802,33.638795,-117.595078,060590320541016,060590320541016,Rooftop,0659587,303.13
3728,2808547152,,10 Colibri,,Rancho Santa Margarita,CA,10,,Colibri,,,,,92688,2938,33.618458,-117.620407,060590320532000,060590320532000,Rooftop,0659587,
3729,2808647036,,3 Via Bondad,,Rancho Santa Margarita,CA,3,,Via Bondad,,,,,92688,1946,33.646553,-117.582611,060590320551001,060590320551001,Rooftop,0659587,
3730,2809509504,,7 Calle Vaqueta,,Rancho Santa Margarita,CA,7,,Calle Vaqueta,,,,,92688,1252,33.649380,-117.593948,060590320503011,060590320503011,Rooftop,0659587,322.51
3731,2809624990,,94 Seacountry Ln,,Rancho Santa Margarita,CA,94,,Seacountry,Ln,,,,92688,5524,33.590215,-117.628660,060590320534011,060590320534011,Rooftop,0640526,189.06
3732,2809768670,,30 La Sordina,,Rancho Santa Margarita,CA,30,,La Sordina,,,,,92688,3234,33.656653,-117.620289,060590320492003,060590320492003,Rooftop,0659587,362.47
3733,2810944251,,48 Paseo Del Sol,,Rancho Santa Margarita,CA,48,,Paseo Del Sol,,,,,92688,3104,33.647045,-117.623966,060590320483003,060590320483003,Rooftop,0659587,302.89
3734,2811874276,,76 Morning Glory,,Rancho Santa Margarita,CA,76,,Morning Glory,,,,,92688,1525,33.645632,-117.600221,060590320503018,060590320503018,Rooftop,0659587,301.73
3735,2812017930,,17 Acorn Rdg,,Rancho Santa Margarita,CA,17,,Acorn,Rdg,,,,92688,5508,33.595721,-117.625917,060590320534002,060590320534002,Rooftop,0640526,200.99
3736,2812233648,,57 Via De La Mesa,,Rancho Santa Margarita,CA,57,,Via De La Mesa,,,,,92688,1351,33.654114,-117.588783,060590320503001,060590320503001,Rooftop,0659587,341.32
3737,2812391879,,36 Arado,,Rancho Santa Margarita,CA,36,,Arado,,,,,92688,2749,33.627644,-117.614666,060590320531007,060590320531007,Rooftop,0659587,283.47
3738,2812530423,4557745776,30824 La Miranda,Unit 217,Rancho Santa Margarita,CA,30824,,La Miranda,,,Unit,217,92688,5812,33.642963,-117.593232,060590320541006,060590320541006,Rooftop,0659587,310.16
3739,2812877763,,9 Crucillo,,Rancho Santa Margarita,CA,9,,Crucillo,,,,,92688,1234,33.650621,-117.591217,060590320503008,060590320503008,Rooftop,0659587,332.14
3740,2813099311,,37 Paseo Viento,,Rancho Santa Margarita,CA,37,,Paseo Viento,,,,,92688,3379,33.653484,-117.613220,060590320492010,060590320492010,Rooftop,0659587,
3741,2813672990,,77 San Angelo,,Rancho Santa Margarita,CA,77,,San Angelo,,,,,92688,2417,33.636755,-117.588844,060590320553010,060590320553010,Rooftop,0659587,314.45
3742,2814072807,,23 Via Barcelona,,Rancho Santa Margarita,CA,23,,Via Barcelona,,,,,92688,2344,33.640213,-117.589224,060590320542003,060590320542003,Rooftop,0659587,309.45
3743,2814268301,,5 Regato,,Rancho Santa Margarita,CA,5,,Regato,,,,,92688,3002,33.610872,-117.622574,060590320532000,060590320532000,Rooftop,0659587,221.20
3744,2814378590,,5 Calle De Luna,,Rancho Santa Margarita,CA,5,,Calle De Luna,,,,,92688,2877,33.636994,-117.596719,060590320541025,060590320541025,Rooftop,0659587,298.89
3745,2814652561,,20 Dianthus,,Rancho Santa Margarita,CA,20,,Dianthus,,,,,92688,1037,33.655827,-117.587234,060590320501001,060590320501001,Rooftop,0659587,
3746,2815642057,,10 Paseo Del Sol,,Rancho Santa Margarita,CA,10,,Paseo Del Sol,,,,,92688,3193,33.648125,-117.624168,060590320483000,060590320483000,Rooftop,0659587,
3747,2816403798,,4 Sepulveda,,Rancho Santa Margarita,CA,4,,Sepulveda,,,,,92688,2726,33.622211,-117.619849,060590320531005,060590320531005,Rooftop,0659587,256.01
3748,2816422851,,6 Calle De Las Sonatas,,Rancho Santa Margarita,CA,6,,Calle De Las Sonatas,,,,,92688,2885,33.637009,-117.595100,060590320541023,060590320541023,Rooftop,0659587,
3749,2817511355,2211018123,53 Via Amistosa,Apt I,Rancho Santa Margarita,CA,53,,Via Amistosa,,,Apt,I,92688,1919,33.646171,-117.578423,060590320552002,060590320552002,Rooftop,0659587,343.95
3750,2818383403,,46 Sillero,,Rancho Santa Margarita,CA,46,,Sillero,,,,,92688,3047,33.610118,-117.620163,060590320532000,060590320532000,Rooftop,0659587,227.07
3751,2819652565,1748370077,PO Box 80906,,Rancho Santa Margarita,CA,80906,,PO Box,,,,,92688,0906,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
3752,2819843764,,5 Via Pelayo,,Rancho Santa Margarita,CA,5,,Via Pelayo,,,,,92688,8528,33.625293,-117.605718,060590320651008,060590320651008,Rooftop,0659587,268.25
3753,2821382218,,20 Coralino,,Rancho Santa Margarita,CA,20,,Coralino,,,,,92688,1652,33.645679,-117.591812,060590320513002,060590320513002,Rooftop,0659587,
3754,2822029982,2389607218,23061 Antonio Pkwy,Ste A,Rancho Santa Margarita,CA,23061,,Antonio,Pkwy,,Ste,A,92688,2639,33.628306,-117.605576,060590320531030,060590320531030,Rooftop,0659587,271.01
3755,2822371979,,5 Gaviota,,Rancho Santa Margarita,CA,5,,Gaviota,,,,,92688,1609,33.648624,-117.589417,060590320514000,060590320514000,Rooftop,0659587,331.77
3756,2822533852,1748370077,PO Box 81021,,Rancho Santa Margarita,CA,81021,,PO Box,,,,,92688,8121,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
3757,2823065972,1465166719,22751 El Prado,Apt 5210,Rancho Santa Margarita,CA,22751,,El Prado,,,Apt,5210,92688,3832,33.632943,-117.597520,060590320544015,060590320544015,Rooftop,0659587,291.17
3758,2824865789,9822202563,22482 Alma Aldea,Apt 63,Rancho Santa Margarita,CA,22482,,Alma Aldea,,,Apt,63,92688,2838,33.635324,-117.593574,060590320543004,060590320543004,Rooftop,0659587,296.61
3759,2825241052,,22 Montana Del Lago Dr,,Rancho Santa Margarita,CA,22,,Montana Del Lago,Dr,,,,92688,1365,33.649277,-117.585660,060590320512002,060590320512002,Rooftop,0659587,340.19
3760,2825472888,,86 Wild Horse Loop,,Rancho Santa Margarita,CA,86,,Wild Horse,Loop,,,,92688,1811,33.648499,-117.583778,060590320551001,060590320551001,Rooftop,0659587,343.53
3761,2825595325,,42 Calle De Los Ninos,,Rancho Santa Margarita,CA,42,,Calle De Los Ninos,,,,,92688,2816,33.636776,-117.594505,060590320541023,060590320541023,Rooftop,0659587,
3762,2825890454,,43 De Lino,,Rancho Santa Margarita,CA,43,,De Lino,,,,,92688,1638,33.646912,-117.590919,060590320513002,060590320513002,Rooftop,0659587,
3763,2826671745,,731 Sable,,Rancho Santa Margarita,CA,731,,Sable,,,,,92688,5581,33.586724,-117.630378,060590320534009,060590320534009,Interpolated,0640526,180.66
3764,2826762915,,76 Via Pamplona,,Rancho Santa Margarita,CA,76,,Via Pamplona,,,,,92688,2339,33.640334,-117.589235,060590320542003,060590320542003,Rooftop,0659587,309.90
3765,2828709520,,29 Calle Del Sur,,Rancho Santa Margarita,CA,29,,Calle Del Sur,,,,,92688,2917,33.619839,-117.617455,060590320532000,060590320532000,Rooftop,0659587,
3766,2828838912,,4 El Vado Dr,,Rancho Santa Margarita,CA,4,,El Vado,Dr,,,,92688,8505,33.620327,-117.609122,060590320651005,060590320651005,Rooftop,0659587,254.26
3767,2828939692,,12 Santa Gustavo,,Rancho Santa Margarita,CA,12,,Santa Gustavo,,,,,92688,2677,33.629572,-117.611326,060590320531005,060590320531005,Rooftop,0659587,271.46
3768,2829238708,,10 Calle Alimar,,Rancho Santa Margarita,CA,10,,Calle Alimar,,,,,92688,2316,33.643874,-117.586418,060590320554009,060590320554009,Rooftop,0659587,325.85
3769,2829893962,,13 Alumbre,,Rancho Santa Margarita,CA,13,,Alumbre,,,,,92688,1705,33.646213,-117.597115,060590320511002,060590320511002,Rooftop,0659587,308.56
3770,2830805638,,15 Saltillo,,Rancho Santa Margarita,CA,15,,Saltillo,,,,,92688,3421,33.660757,-117.613002,060590320494007,060590320494007,Rooftop,0659587,350.10
3771,2831224690,,3 La Cueva,,Rancho Santa Margarita,CA,3,,La Cueva,,,,,92688,1664,33.648626,-117.592379,060590320513002,060590320513002,Rooftop,0659587,326.09
3772,2832161864,,43 Rosa,,Rancho Santa Margarita,CA,43,,Rosa,,,,,92688,1403,33.649963,-117.580688,060590320502011,060590320502011,Rooftop,0659587,
3773,2832259741,7958392597,29851 Aventura,Unit 80132,Rancho Santa Margarita,CA,29851,,Aventura,,,Unit,80132,92688,8206,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
3774,2832368829,,21 Aliento,,Rancho Santa Margarita,CA,21,,Aliento,,,,,92688,1126,33.649956,-117.587323,060590320514001,060590320514001,Interpolated,0659587,339.95
3775,2832671617,,32 Santa Sophia,,Rancho Santa Margarita,CA,32,,Santa Sophia,,,,,92688,2671,33.628551,-117.610242,060590320531005,060590320531005,Rooftop,0659587,267.61
3776,2832716031,,30 Legacy Way,,Rancho Santa Margarita,CA,30,,Legacy,Way,,,,92688,5566,33.589440,-117.627039,060590320653006,060590320653006,Rooftop,0640526,203.89
3777,2833382634,,112 Flor De Sol,,Rancho Santa Margarita,CA,112,,Flor De Sol,,,,,92688,1412,33.648926,-117.579468,060590320502015,060590320502015,Rooftop,0659587,351.97
3778,2833629299,,59 Rabano,,Rancho Santa Margarita,CA,59,,Rabano,,,,,92688,4962,33.616791,-117.613251,060590320652001,060590320652001,Rooftop,0659587,244.17
3779,2833646111,,51 Via Pamplona,,Rancho Santa Margarita,CA,51,,Via Pamplona,,,,,92688,2340,33.640537,-117.589668,060590320542001,060590320542001,Rooftop,0659587,
3780,2834258841,,98 Seacountry Ln,,Rancho Santa Margarita,CA,98,,Seacountry,Ln,,,,92688,5524,33.590215,-117.628660,060590320534011,060590320534011,Rooftop,0640526,189.06
3781,2834698456,,21 Santa Isabel,,Rancho Santa Margarita,CA,21,,Santa Isabel,,,,,92688,2425,33.639614,-117.586549,060590320553003,060590320553003,Rooftop,0659587,326.67
3782,2835206168,,6 Buttercup,,Rancho Santa Margarita,CA,6,,Buttercup,,,,,92688,1453,33.651157,-117.580261,060590320502012,060590320502012,Rooftop,0659587,
3783,2835245989,,29 Via Caseta,,Rancho Santa Margarita,CA,29,,Via Caseta,,,,,92688,4946,33.618077,-117.620201,060590320532000,060590320532000,Rooftop,0659587,242.04
3784,2835341471,,15 San Gabriel,,Rancho Santa Margarita,CA,15,,San Gabriel,,,,,92688,3125,33.644076,-117.623208,060590320493000,060590320493000,Rooftop,0659587,290.54
3785,2836515987,,37 Castletree,,Rancho Santa Margarita,CA,37,,Castletree,,,,,92688,5528,33.593048,-117.621590,060590320653004,060590320653004,Rooftop,0640526,226.64
3786,2837127902,,110 Flor De Sol,,Rancho Santa Margarita,CA,110,,Flor De Sol,,,,,92688,1411,33.649193,-117.579483,060590320502015,060590320502015,Rooftop,0659587,352.06
3787,2837305554,7958392597,29851 Aventura,Unit 80941,Rancho Santa Margarita,CA,29851,,Aventura,,,Unit,80941,92688,8238,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
3788,2838648509,,41 Los Platillos,,Rancho Santa Margarita,CA,41,,Los Platillos,,,,,92688,3231,33.655188,-117.619296,060590320492009,060590320492009,Rooftop,0659587,371.69
3789,2839049902,8098566900,26 Via Amistosa,Apt D,Rancho Santa Margarita,CA,26,,Via Amistosa,,,Apt,D,92688,2217,33.647658,-117.580025,060590320552001,060590320552001,Rooftop,0659587,345.76
3790,2839555840,9969627845,41 Via Amistosa,Apt C,Rancho Santa Margarita,CA,41,,Via Amistosa,,,Apt,C,92688,2206,33.647812,-117.577987,060590320552000,060590320552000,Rooftop,0659587,348.25
